Saved configuration to: runs/scoutv2_brain_constant_action_seed3_20260707-193717/config.txt
Training Brain on cuda for 4 RL episodes
  Inner: 800000 timesteps, regime switch every 100000 steps
  Parallel Envs: 4
  Brain vectorization: async
  Async worker CPU threads: 1
  Decision interval: 10 inner updates

--- Starting Meta-RL PPO Training (Target: 4) ---
update 10/781 | step=10240 | SPS=398
update 210/781 | step=215040 | SPS=565
update 210/781 | step=215040 | SPS=564
update 210/781 | step=215040 | SPS=564
update 220/781 | step=225280 | SPS=570
update 220/781 | step=225280 | SPS=570
update 220/781 | step=225280 | SPS=569
update 220/781 | step=225280 | SPS=569
update 230/781 | step=235520 | SPS=574
update 230/781 | step=235520 | SPS=574
update 230/781 | step=235520 | SPS=574
update 230/781 | step=235520 | SPS=573
update 240/781 | step=245760 | SPS=578
update 240/781 | step=245760 | SPS=578
update 240/781 | step=245760 | SPS=578
update 240/781 | step=245760 | SPS=578
update 250/781 | step=256000 | SPS=582
update 250/781 | step=256000 | SPS=582
update 250/781 | step=256000 | SPS=582
update 250/781 | step=256000 | SPS=582
update 260/781 | step=266240 | SPS=586
update 260/781 | step=266240 | SPS=586
update 260/781 | step=266240 | SPS=586
update 260/781 | step=266240 | SPS=586
update 270/781 | step=276480 | SPS=589
update 270/781 | step=276480 | SPS=589
update 270/781 | step=276480 | SPS=589
update 270/781 | step=276480 | SPS=589
update 280/781 | step=286720 | SPS=593
update 280/781 | step=286720 | SPS=593
update 280/781 | step=286720 | SPS=592
update 280/781 | step=286720 | SPS=592
update 290/781 | step=296960 | SPS=596
update 290/781 | step=296960 | SPS=596
update 290/781 | step=296960 | SPS=595
update 290/781 | step=296960 | SPS=595
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 300/781 | step=307200 | SPS=599
update 300/781 | step=307200 | SPS=599
update 300/781 | step=307200 | SPS=598
update 300/781 | step=307200 | SPS=598
update 310/781 | step=317440 | SPS=601
update 310/781 | step=317440 | SPS=601
update 310/781 | step=317440 | SPS=601
update 310/781 | step=317440 | SPS=601
update 320/781 | step=327680 | SPS=604
update 320/781 | step=327680 | SPS=604
update 320/781 | step=327680 | SPS=604
update 320/781 | step=327680 | SPS=604
update 330/781 | step=337920 | SPS=607
update 330/781 | step=337920 | SPS=607
update 330/781 | step=337920 | SPS=606
update 330/781 | step=337920 | SPS=606
update 340/781 | step=348160 | SPS=609
update 340/781 | step=348160 | SPS=609
update 340/781 | step=348160 | SPS=609
update 340/781 | step=348160 | SPS=608
update 350/781 | step=358400 | SPS=611
update 350/781 | step=358400 | SPS=611
update 350/781 | step=358400 | SPS=611
update 350/781 | step=358400 | SPS=611
update 360/781 | step=368640 | SPS=613
update 360/781 | step=368640 | SPS=613
update 360/781 | step=368640 | SPS=613
update 360/781 | step=368640 | SPS=613
update 370/781 | step=378880 | SPS=615
update 370/781 | step=378880 | SPS=615
update 370/781 | step=378880 | SPS=615
update 370/781 | step=378880 | SPS=615
update 380/781 | step=389120 | SPS=617
update 380/781 | step=389120 | SPS=617
update 380/781 | step=389120 | SPS=617
update 380/781 | step=389120 | SPS=617
update 390/781 | step=399360 | SPS=619
update 390/781 | step=399360 | SPS=619
update 390/781 | step=399360 | SPS=619
update 390/781 | step=399360 | SPS=619
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
update 400/781 | step=409600 | SPS=621
update 400/781 | step=409600 | SPS=621
update 400/781 | step=409600 | SPS=620
update 400/781 | step=409600 | SPS=620
update 410/781 | step=419840 | SPS=622
update 410/781 | step=419840 | SPS=622
update 410/781 | step=419840 | SPS=622
update 410/781 | step=419840 | SPS=622
update 420/781 | step=430080 | SPS=624
update 420/781 | step=430080 | SPS=624
update 420/781 | step=430080 | SPS=623
update 420/781 | step=430080 | SPS=623
update 430/781 | step=440320 | SPS=625
update 430/781 | step=440320 | SPS=625
update 430/781 | step=440320 | SPS=625
update 430/781 | step=440320 | SPS=625
update 440/781 | step=450560 | SPS=627
update 440/781 | step=450560 | SPS=627
update 440/781 | step=450560 | SPS=626
update 440/781 | step=450560 | SPS=626
update 450/781 | step=460800 | SPS=628
update 450/781 | step=460800 | SPS=628
update 450/781 | step=460800 | SPS=628
update 450/781 | step=460800 | SPS=628
update 460/781 | step=471040 | SPS=629
update 460/781 | step=471040 | SPS=629
update 460/781 | step=471040 | SPS=629
update 460/781 | step=471040 | SPS=629
update 470/781 | step=481280 | SPS=631
update 470/781 | step=481280 | SPS=631
update 470/781 | step=481280 | SPS=630
update 470/781 | step=481280 | SPS=630
update 480/781 | step=491520 | SPS=632
update 480/781 | step=491520 | SPS=632
update 480/781 | step=491520 | SPS=632
update 480/781 | step=491520 | SPS=632
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 490/781 | step=501760 | SPS=633
update 490/781 | step=501760 | SPS=633
update 490/781 | step=501760 | SPS=633
update 490/781 | step=501760 | SPS=633
update 500/781 | step=512000 | SPS=634
update 500/781 | step=512000 | SPS=634
update 500/781 | step=512000 | SPS=634
update 500/781 | step=512000 | SPS=634
update 510/781 | step=522240 | SPS=635
update 510/781 | step=522240 | SPS=635
update 510/781 | step=522240 | SPS=635
update 510/781 | step=522240 | SPS=635
update 520/781 | step=532480 | SPS=636
update 520/781 | step=532480 | SPS=636
update 520/781 | step=532480 | SPS=636
update 520/781 | step=532480 | SPS=636
update 530/781 | step=542720 | SPS=638
update 530/781 | step=542720 | SPS=638
update 530/781 | step=542720 | SPS=638
update 530/781 | step=542720 | SPS=637
update 540/781 | step=552960 | SPS=639
update 540/781 | step=552960 | SPS=639
update 540/781 | step=552960 | SPS=638
update 540/781 | step=552960 | SPS=638
update 550/781 | step=563200 | SPS=639
update 550/781 | step=563200 | SPS=639
update 550/781 | step=563200 | SPS=639
update 550/781 | step=563200 | SPS=639
update 560/781 | step=573440 | SPS=640
update 560/781 | step=573440 | SPS=640
update 560/781 | step=573440 | SPS=640
update 560/781 | step=573440 | SPS=640
update 570/781 | step=583680 | SPS=641
update 570/781 | step=583680 | SPS=641
update 570/781 | step=583680 | SPS=641
update 570/781 | step=583680 | SPS=641
update 580/781 | step=593920 | SPS=642
update 580/781 | step=593920 | SPS=642
update 580/781 | step=593920 | SPS=642
update 580/781 | step=593920 | SPS=642
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
update 590/781 | step=604160 | SPS=643
update 590/781 | step=604160 | SPS=643
update 590/781 | step=604160 | SPS=643
update 590/781 | step=604160 | SPS=643
update 600/781 | step=614400 | SPS=644
update 600/781 | step=614400 | SPS=644
update 600/781 | step=614400 | SPS=644
update 600/781 | step=614400 | SPS=644
update 610/781 | step=624640 | SPS=645
update 610/781 | step=624640 | SPS=645
update 610/781 | step=624640 | SPS=645
update 610/781 | step=624640 | SPS=644
update 620/781 | step=634880 | SPS=646
update 620/781 | step=634880 | SPS=646
update 620/781 | step=634880 | SPS=645
update 620/781 | step=634880 | SPS=645
update 630/781 | step=645120 | SPS=646
update 630/781 | step=645120 | SPS=646
update 630/781 | step=645120 | SPS=646
update 630/781 | step=645120 | SPS=646
update 640/781 | step=655360 | SPS=647
update 640/781 | step=655360 | SPS=647
update 640/781 | step=655360 | SPS=647
update 640/781 | step=655360 | SPS=647
update 650/781 | step=665600 | SPS=648
update 650/781 | step=665600 | SPS=648
update 650/781 | step=665600 | SPS=648
update 650/781 | step=665600 | SPS=647
update 660/781 | step=675840 | SPS=648
update 660/781 | step=675840 | SPS=648
update 660/781 | step=675840 | SPS=648
update 660/781 | step=675840 | SPS=648
update 670/781 | step=686080 | SPS=649
update 670/781 | step=686080 | SPS=649
update 670/781 | step=686080 | SPS=649
update 670/781 | step=686080 | SPS=649
update 680/781 | step=696320 | SPS=650
update 680/781 | step=696320 | SPS=650
update 680/781 | step=696320 | SPS=650
update 680/781 | step=696320 | SPS=650
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 690/781 | step=706560 | SPS=650
update 690/781 | step=706560 | SPS=650
update 690/781 | step=706560 | SPS=650
update 690/781 | step=706560 | SPS=650
update 700/781 | step=716800 | SPS=651
update 700/781 | step=716800 | SPS=651
update 700/781 | step=716800 | SPS=651
update 700/781 | step=716800 | SPS=651
update 710/781 | step=727040 | SPS=652
update 710/781 | step=727040 | SPS=652
update 710/781 | step=727040 | SPS=651
update 710/781 | step=727040 | SPS=651
update 720/781 | step=737280 | SPS=652
update 720/781 | step=737280 | SPS=652
update 720/781 | step=737280 | SPS=652
update 720/781 | step=737280 | SPS=652
update 730/781 | step=747520 | SPS=653
update 730/781 | step=747520 | SPS=653
update 730/781 | step=747520 | SPS=652
update 730/781 | step=747520 | SPS=653
update 740/781 | step=757760 | SPS=653
update 740/781 | step=757760 | SPS=653
update 740/781 | step=757760 | SPS=653
update 740/781 | step=757760 | SPS=653
update 750/781 | step=768000 | SPS=654
update 750/781 | step=768000 | SPS=654
update 750/781 | step=768000 | SPS=654
update 750/781 | step=768000 | SPS=653
update 760/781 | step=778240 | SPS=654
update 760/781 | step=778240 | SPS=654
update 760/781 | step=778240 | SPS=654
update 760/781 | step=778240 | SPS=654
update 770/781 | step=788480 | SPS=655
update 770/781 | step=788480 | SPS=655
update 770/781 | step=788480 | SPS=655
update 770/781 | step=788480 | SPS=655
update 780/781 | step=798720 | SPS=655
update 780/781 | step=798720 | SPS=655
update 780/781 | step=798720 | SPS=655
update 780/781 | step=798720 | SPS=655
update 781/781 | step=799744 | SPS=655
update 781/781 | step=799744 | SPS=655
update 781/781 | step=799744 | SPS=655
update 781/781 | step=799744 | SPS=655
Episode 1/4 | reward=-14.6255 | avg10=-14.6255 | avg_success_rate=0.9500 | steps=78 | time=1228.8s
update 10/781 | step=10240 | SPS=761
update 10/781 | step=10240 | SPS=759
update 10/781 | step=10240 | SPS=749
update 10/781 | step=10240 | SPS=748
update 20/781 | step=20480 | SPS=731
update 20/781 | step=20480 | SPS=730
update 20/781 | step=20480 | SPS=729
update 20/781 | step=20480 | SPS=721
update 30/781 | step=30720 | SPS=717
update 30/781 | step=30720 | SPS=716
update 30/781 | step=30720 | SPS=717
update 30/781 | step=30720 | SPS=713
update 40/781 | step=40960 | SPS=714
update 40/781 | step=40960 | SPS=713
update 40/781 | step=40960 | SPS=710
update 40/781 | step=40960 | SPS=710
update 50/781 | step=51200 | SPS=711
update 50/781 | step=51200 | SPS=709
update 50/781 | step=51200 | SPS=709
update 50/781 | step=51200 | SPS=708
update 60/781 | step=61440 | SPS=708
update 60/781 | step=61440 | SPS=708
update 60/781 | step=61440 | SPS=708
update 60/781 | step=61440 | SPS=706
update 70/781 | step=71680 | SPS=706
update 70/781 | step=71680 | SPS=706
update 70/781 | step=71680 | SPS=707
update 70/781 | step=71680 | SPS=705
update 80/781 | step=81920 | SPS=705
update 80/781 | step=81920 | SPS=705
update 80/781 | step=81920 | SPS=705
update 80/781 | step=81920 | SPS=704
update 90/781 | step=92160 | SPS=706
update 90/781 | step=92160 | SPS=704
update 90/781 | step=92160 | SPS=704
update 90/781 | step=92160 | SPS=703
[100008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[100008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[100008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[100008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 100/781 | step=102400 | SPS=704
update 100/781 | step=102400 | SPS=703
update 100/781 | step=102400 | SPS=703
update 100/781 | step=102400 | SPS=702
update 110/781 | step=112640 | SPS=704
update 110/781 | step=112640 | SPS=704
update 110/781 | step=112640 | SPS=702
update 110/781 | step=112640 | SPS=702
update 120/781 | step=122880 | SPS=703
update 120/781 | step=122880 | SPS=702
update 120/781 | step=122880 | SPS=703
update 120/781 | step=122880 | SPS=701
update 130/781 | step=133120 | SPS=702
update 130/781 | step=133120 | SPS=702
update 130/781 | step=133120 | SPS=702
update 130/781 | step=133120 | SPS=702
update 140/781 | step=143360 | SPS=703
update 140/781 | step=143360 | SPS=702
update 140/781 | step=143360 | SPS=702
update 140/781 | step=143360 | SPS=701
update 150/781 | step=153600 | SPS=702
update 150/781 | step=153600 | SPS=701
update 150/781 | step=153600 | SPS=701
update 150/781 | step=153600 | SPS=701
update 160/781 | step=163840 | SPS=702
update 160/781 | step=163840 | SPS=702
update 160/781 | step=163840 | SPS=701
update 160/781 | step=163840 | SPS=701
update 170/781 | step=174080 | SPS=701
update 170/781 | step=174080 | SPS=701
update 170/781 | step=174080 | SPS=701
update 170/781 | step=174080 | SPS=701
update 180/781 | step=184320 | SPS=701
update 180/781 | step=184320 | SPS=701
update 180/781 | step=184320 | SPS=701
update 180/781 | step=184320 | SPS=701
update 190/781 | step=194560 | SPS=701
update 190/781 | step=194560 | SPS=701
update 190/781 | step=194560 | SPS=701
update 190/781 | step=194560 | SPS=700
[200008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[200008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[200008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[200008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
update 200/781 | step=204800 | SPS=701
update 200/781 | step=204800 | SPS=701
update 200/781 | step=204800 | SPS=700
update 200/781 | step=204800 | SPS=700
update 210/781 | step=215040 | SPS=701
update 210/781 | step=215040 | SPS=701
update 210/781 | step=215040 | SPS=701
update 210/781 | step=215040 | SPS=700
update 220/781 | step=225280 | SPS=700
update 220/781 | step=225280 | SPS=700
update 220/781 | step=225280 | SPS=700
update 220/781 | step=225280 | SPS=700
update 230/781 | step=235520 | SPS=700
update 230/781 | step=235520 | SPS=700
update 230/781 | step=235520 | SPS=700
update 230/781 | step=235520 | SPS=700
update 240/781 | step=245760 | SPS=700
update 240/781 | step=245760 | SPS=700
update 240/781 | step=245760 | SPS=699
update 240/781 | step=245760 | SPS=699
update 250/781 | step=256000 | SPS=700
update 250/781 | step=256000 | SPS=700
update 250/781 | step=256000 | SPS=700
update 250/781 | step=256000 | SPS=699
update 260/781 | step=266240 | SPS=700
update 260/781 | step=266240 | SPS=700
update 260/781 | step=266240 | SPS=700
update 260/781 | step=266240 | SPS=699
update 270/781 | step=276480 | SPS=700
update 270/781 | step=276480 | SPS=699
update 270/781 | step=276480 | SPS=699
update 270/781 | step=276480 | SPS=699
update 280/781 | step=286720 | SPS=700
update 280/781 | step=286720 | SPS=699
update 280/781 | step=286720 | SPS=699
update 280/781 | step=286720 | SPS=699
update 290/781 | step=296960 | SPS=699
update 290/781 | step=296960 | SPS=699
update 290/781 | step=296960 | SPS=699
update 290/781 | step=296960 | SPS=699
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[300008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 300/781 | step=307200 | SPS=699
update 300/781 | step=307200 | SPS=699
update 300/781 | step=307200 | SPS=699
update 300/781 | step=307200 | SPS=699
update 310/781 | step=317440 | SPS=699
update 310/781 | step=317440 | SPS=699
update 310/781 | step=317440 | SPS=699
update 310/781 | step=317440 | SPS=699
update 320/781 | step=327680 | SPS=699
update 320/781 | step=327680 | SPS=699
update 320/781 | step=327680 | SPS=699
update 320/781 | step=327680 | SPS=699
update 330/781 | step=337920 | SPS=699
update 330/781 | step=337920 | SPS=699
update 330/781 | step=337920 | SPS=699
update 330/781 | step=337920 | SPS=699
update 340/781 | step=348160 | SPS=699
update 340/781 | step=348160 | SPS=699
update 340/781 | step=348160 | SPS=699
update 340/781 | step=348160 | SPS=699
update 350/781 | step=358400 | SPS=699
update 350/781 | step=358400 | SPS=699
update 350/781 | step=358400 | SPS=699
update 350/781 | step=358400 | SPS=699
update 360/781 | step=368640 | SPS=699
update 360/781 | step=368640 | SPS=699
update 360/781 | step=368640 | SPS=699
update 360/781 | step=368640 | SPS=699
update 370/781 | step=378880 | SPS=699
update 370/781 | step=378880 | SPS=699
update 370/781 | step=378880 | SPS=699
update 370/781 | step=378880 | SPS=699
update 380/781 | step=389120 | SPS=699
update 380/781 | step=389120 | SPS=699
update 380/781 | step=389120 | SPS=699
update 380/781 | step=389120 | SPS=699
update 390/781 | step=399360 | SPS=699
update 390/781 | step=399360 | SPS=699
update 390/781 | step=399360 | SPS=699
update 390/781 | step=399360 | SPS=699
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[400008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
update 400/781 | step=409600 | SPS=699
update 400/781 | step=409600 | SPS=699
update 400/781 | step=409600 | SPS=699
update 400/781 | step=409600 | SPS=699
update 410/781 | step=419840 | SPS=699
update 410/781 | step=419840 | SPS=699
update 410/781 | step=419840 | SPS=699
update 410/781 | step=419840 | SPS=698
update 420/781 | step=430080 | SPS=699
update 420/781 | step=430080 | SPS=699
update 420/781 | step=430080 | SPS=699
update 420/781 | step=430080 | SPS=698
update 430/781 | step=440320 | SPS=699
update 430/781 | step=440320 | SPS=698
update 430/781 | step=440320 | SPS=699
update 430/781 | step=440320 | SPS=698
update 440/781 | step=450560 | SPS=699
update 440/781 | step=450560 | SPS=699
update 440/781 | step=450560 | SPS=699
update 440/781 | step=450560 | SPS=698
update 450/781 | step=460800 | SPS=699
update 450/781 | step=460800 | SPS=698
update 450/781 | step=460800 | SPS=698
update 450/781 | step=460800 | SPS=698
update 460/781 | step=471040 | SPS=698
update 460/781 | step=471040 | SPS=699
update 460/781 | step=471040 | SPS=698
update 460/781 | step=471040 | SPS=698
update 470/781 | step=481280 | SPS=698
update 470/781 | step=481280 | SPS=698
update 470/781 | step=481280 | SPS=698
update 470/781 | step=481280 | SPS=698
update 480/781 | step=491520 | SPS=698
update 480/781 | step=491520 | SPS=698
update 480/781 | step=491520 | SPS=698
update 480/781 | step=491520 | SPS=698
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[500008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 490/781 | step=501760 | SPS=698
update 490/781 | step=501760 | SPS=698
update 490/781 | step=501760 | SPS=698
update 490/781 | step=501760 | SPS=698
update 500/781 | step=512000 | SPS=698
update 500/781 | step=512000 | SPS=698
update 500/781 | step=512000 | SPS=698
update 500/781 | step=512000 | SPS=698
update 510/781 | step=522240 | SPS=698
update 510/781 | step=522240 | SPS=698
update 510/781 | step=522240 | SPS=698
update 510/781 | step=522240 | SPS=698
update 520/781 | step=532480 | SPS=698
update 520/781 | step=532480 | SPS=698
update 520/781 | step=532480 | SPS=698
update 520/781 | step=532480 | SPS=698
update 530/781 | step=542720 | SPS=698
update 530/781 | step=542720 | SPS=698
update 530/781 | step=542720 | SPS=698
update 530/781 | step=542720 | SPS=698
update 540/781 | step=552960 | SPS=698
update 540/781 | step=552960 | SPS=698
update 540/781 | step=552960 | SPS=698
update 540/781 | step=552960 | SPS=698
update 550/781 | step=563200 | SPS=698
update 550/781 | step=563200 | SPS=698
update 550/781 | step=563200 | SPS=698
update 550/781 | step=563200 | SPS=698
update 560/781 | step=573440 | SPS=698
update 560/781 | step=573440 | SPS=698
update 560/781 | step=573440 | SPS=698
update 560/781 | step=573440 | SPS=698
update 570/781 | step=583680 | SPS=698
update 570/781 | step=583680 | SPS=698
update 570/781 | step=583680 | SPS=698
update 570/781 | step=583680 | SPS=698
update 580/781 | step=593920 | SPS=698
update 580/781 | step=593920 | SPS=698
update 580/781 | step=593920 | SPS=698
update 580/781 | step=593920 | SPS=698
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
[600008] Regime switch detected! 1 -> 0. Snapshotting anchor model.
update 590/781 | step=604160 | SPS=698
update 590/781 | step=604160 | SPS=698
update 590/781 | step=604160 | SPS=698
update 590/781 | step=604160 | SPS=698
update 600/781 | step=614400 | SPS=698
update 600/781 | step=614400 | SPS=698
update 600/781 | step=614400 | SPS=698
update 600/781 | step=614400 | SPS=698
update 610/781 | step=624640 | SPS=698
update 610/781 | step=624640 | SPS=698
update 610/781 | step=624640 | SPS=698
update 610/781 | step=624640 | SPS=698
update 620/781 | step=634880 | SPS=698
update 620/781 | step=634880 | SPS=698
update 620/781 | step=634880 | SPS=698
update 620/781 | step=634880 | SPS=698
update 630/781 | step=645120 | SPS=698
update 630/781 | step=645120 | SPS=698
update 630/781 | step=645120 | SPS=698
update 630/781 | step=645120 | SPS=698
update 640/781 | step=655360 | SPS=698
update 640/781 | step=655360 | SPS=698
update 640/781 | step=655360 | SPS=698
update 640/781 | step=655360 | SPS=698
update 650/781 | step=665600 | SPS=698
update 650/781 | step=665600 | SPS=698
update 650/781 | step=665600 | SPS=698
update 650/781 | step=665600 | SPS=698
update 660/781 | step=675840 | SPS=698
update 660/781 | step=675840 | SPS=698
update 660/781 | step=675840 | SPS=698
update 660/781 | step=675840 | SPS=698
update 670/781 | step=686080 | SPS=698
update 670/781 | step=686080 | SPS=698
update 670/781 | step=686080 | SPS=698
update 670/781 | step=686080 | SPS=698
update 680/781 | step=696320 | SPS=698
update 680/781 | step=696320 | SPS=698
update 680/781 | step=696320 | SPS=698
update 680/781 | step=696320 | SPS=698
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
[700008] Regime switch detected! 0 -> 1. Snapshotting anchor model.
update 690/781 | step=706560 | SPS=698
update 690/781 | step=706560 | SPS=698
update 690/781 | step=706560 | SPS=698
update 690/781 | step=706560 | SPS=698
update 700/781 | step=716800 | SPS=698
update 700/781 | step=716800 | SPS=698
update 700/781 | step=716800 | SPS=698
update 700/781 | step=716800 | SPS=698
update 710/781 | step=727040 | SPS=698
update 710/781 | step=727040 | SPS=698
update 710/781 | step=727040 | SPS=698
update 710/781 | step=727040 | SPS=698
update 720/781 | step=737280 | SPS=698
update 720/781 | step=737280 | SPS=698
update 720/781 | step=737280 | SPS=698
update 720/781 | step=737280 | SPS=698
update 730/781 | step=747520 | SPS=698
update 730/781 | step=747520 | SPS=698
update 730/781 | step=747520 | SPS=698
update 730/781 | step=747520 | SPS=698
update 740/781 | step=757760 | SPS=698
update 740/781 | step=757760 | SPS=698
update 740/781 | step=757760 | SPS=698
update 740/781 | step=757760 | SPS=698
update 750/781 | step=768000 | SPS=698
update 750/781 | step=768000 | SPS=698
update 750/781 | step=768000 | SPS=698
update 750/781 | step=768000 | SPS=697
update 760/781 | step=778240 | SPS=698
update 760/781 | step=778240 | SPS=698
update 760/781 | step=778240 | SPS=698
update 760/781 | step=778240 | SPS=697
update 770/781 | step=788480 | SPS=698
